[2026-07-18T19:12:55.815Z] GET https://aldara.com.mx/_next/static/media/d3ebbfd689654d3a-s.p.woff2 → 200 (?ms, -571B)
[2026-07-18T19:12:55.815Z] GET https://aldara.com.mx/_next/static/media/e18f83c737786aa7-s.p.woff2 → 200 (?ms, -571B)
[2026-07-18T19:12:55.815Z] GET https://aldara.com.mx/_next/static/media/e4af272ccee01ff0-s.p.woff2 → 200 (?ms, -571B)
[2026-07-18T19:12:55.816Z] GET https://aldara.com.mx/_next/static/css/edf168f17c32a093.css?dpl=dpl_JDLCjNngk2fTYcM5k2EuAqcy7qHd → 200 (2ms, -550B)
[2026-07-18T19:12:55.818Z] GET https://aldara.com.mx/_next/static/css/192df305c6d866c1.css?dpl=dpl_JDLCjNngk2fTYcM5k2EuAqcy7qHd → 200 (?ms, -550B)
[2026-07-18T19:12:55.818Z] GET https://aldara.com.mx/design-test/aldara-logo-dark.png → 200 (1ms, -570B)
[2026-07-18T19:12:55.819Z] GET https://aldara.com.mx/design-test/aldara-logo-crop.png → 200 (?ms, -570B)
[2026-07-18T19:12:55.820Z] GET https://aldara.com.mx/_next/static/chunks/webpack-a9fc1d94131b9010.js?dpl=dpl_JDLCjNngk2fTYcM5k2EuAqcy7qHd → 200 (1ms, -581B)
[2026-07-18T19:12:55.821Z] GET https://aldara.com.mx/_next/static/chunks/229a5d3e-5b4e4576999e9f67.js?dpl=dpl_JDLCjNngk2fTYcM5k2EuAqcy7qHd → 200 (?ms, -583B)
[2026-07-18T19:12:55.821Z] GET https://aldara.com.mx/_next/static/chunks/5955-cadcf90274118558.js?dpl=dpl_JDLCjNngk2fTYcM5k2EuAqcy7qHd → 200 (2ms, -575B)
[2026-07-18T19:12:55.824Z] GET https://aldara.com.mx/_next/static/chunks/main-app-526a4e7a4b1478f8.js?dpl=dpl_JDLCjNngk2fTYcM5k2EuAqcy7qHd → 200 (?ms, -602B)
[2026-07-18T19:12:55.824Z] GET https://aldara.com.mx/_next/static/chunks/3871-005c31baa32f966e.js?dpl=dpl_JDLCjNngk2fTYcM5k2EuAqcy7qHd → 200 (4ms, -575B)
[2026-07-18T19:12:55.829Z] GET https://aldara.com.mx/_next/static/chunks/app/admin/(panel)/layout-52563bbdff891f15.js?dpl=dpl_JDLCjNngk2fTYcM5k2EuAqcy7qHd → 200 (?ms, -597B)
[2026-07-18T19:12:55.829Z] GET https://aldara.com.mx/_next/static/chunks/app/admin/(panel)/perfil/page-3cff27543e8348a3.js?dpl=dpl_JDLCjNngk2fTYcM5k2EuAqcy7qHd → pending (?ms, ?B)
[2026-07-18T19:12:55.830Z] GET https://aldara.com.mx/_next/static/chunks/app/layout-88231009ffe64b44.js?dpl=dpl_JDLCjNngk2fTYcM5k2EuAqcy7qHd → 200 (?ms, -583B)
[2026-07-18T19:12:55.830Z] GET https://www.googletagmanager.com/gtag/js?id=G-ZZ617W7TE6 → 200 (?ms, -586B)
[2026-07-18T19:12:55.997Z] GET https://aldara.com.mx/_vercel/insights/script.js → 200 (?ms, -571B)
[2026-07-18T19:12:55.998Z] GET https://aldara.com.mx/admin/inventory?_rsc=n3UTIwgAmAzLt_nB → 200 (378ms, 246B)
[2026-07-18T19:12:55.998Z] GET https://aldara.com.mx/admin/import?_rsc=n3UTIwgAmAzLt_nB → 200 (441ms, 227B)
[2026-07-18T19:12:55.998Z] GET https://aldara.com.mx/admin/hero?_rsc=n3UTIwgAmAzLt_nB → 200 (344ms, 240B)
[2026-07-18T19:12:55.998Z] GET https://aldara.com.mx/admin/leads?_rsc=n3UTIwgAmAzLt_nB → 200 (342ms, 243B)
[2026-07-18T19:12:55.999Z] GET https://aldara.com.mx/admin/conversations?_rsc=n3UTIwgAmAzLt_nB → 200 (373ms, 233B)
[2026-07-18T19:12:56.341Z] GET https://aldara.com.mx/admin/emails?_rsc=n3UTIwgAmAzLt_nB → 200 (381ms, 281B)
[2026-07-18T19:12:56.342Z] GET https://aldara.com.mx/admin/agent?_rsc=n3UTIwgAmAzLt_nB → 200 (379ms, 225B)
[2026-07-18T19:12:56.372Z] GET https://aldara.com.mx/admin/capacidades?_rsc=n3UTIwgAmAzLt_nB → 200 (349ms, 247B)
[2026-07-18T19:12:56.377Z] GET https://aldara.com.mx/admin/channels?_rsc=n3UTIwgAmAzLt_nB → 200 (345ms, 244B)
[2026-07-18T19:12:56.439Z] GET https://aldara.com.mx/admin/ads?_rsc=n3UTIwgAmAzLt_nB → 200 (440ms, 239B)
[2026-07-18T19:12:56.721Z] GET https://aldara.com.mx/admin/whatsapp?_rsc=n3UTIwgAmAzLt_nB → pending (?ms, ?B)
[2026-07-18T19:12:56.722Z] GET https://aldara.com.mx/admin/domain?_rsc=n3UTIwgAmAzLt_nB → pending (?ms, ?B)
[2026-07-18T19:12:56.722Z] GET https://aldara.com.mx/admin/plan?_rsc=n3UTIwgAmAzLt_nB → pending (?ms, ?B)
